Date,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap
2022-11-03,2297.45,2342.86,2296.44,2329.17,550428338,-0.0033,2,-7.7,9273251406933,1838688384000327
2022-11-04,2325.85,2348.43,2316.29,2348.43,436430311,0.0083,1,19.26,7927339089118,1853798828434407
2022-11-07,2360.22,2373.28,2354.22,2371.79,392508611,0.009899999999999999,1,23.36,8059881002353,1872576585237971
2022-11-08,2387.2,2400.39,2375.67,2399.04,500087936,0.0115,1,27.25,8601453057670,1894800321379919
2022-11-09,2408.54,2429.65,2403.64,2424.41,680722009,0.0106,1,25.37,9342671819052,1915468946843985
2022-11-10,2405.77,2426.1,2401.99,2402.23,899127446,-0.0091,2,-22.18,9344425168815,1897654097331497
2022-11-11,2466.9,2486.46,2463.51,2483.16,758247863,0.0337,1,80.93,13917647603448,1960950352852828
2022-11-14,2485.18,2499.43,2470.6,2474.65,731166034,-0.0034000000000000002,2,-8.51,11216385156415,1954401824877020
2022-11-15,2482.76,2485.2,2463.65,2480.33,617401010,0.0023,1,5.68,9308852326801,1959323044758419
2022-11-16,2487.0,2487.0,2446.79,2477.45,657833955,-0.0012,2,-2.88,9880428494318,1959009890979869
2022-11-17,2466.5,2467.39,2442.9,2442.9,914519167,-0.0139,2,-34.55,8556988540142,1931710185304086
2022-11-18,2448.13,2471.87,2442.87,2444.48,589585960,0.0006,1,1.58,7444437086996,1932865880577499
2022-11-21,2446.05,2448.14,2409.36,2419.5,544528841,-0.0102,2,-24.98,7049427243317,1912994304976186
2022-11-22,2405.96,2426.4,2401.5,2405.27,539169320,-0.0059,2,-14.23,7253675569216,1901129947451713
2022-11-23,2424.36,2427.28,2407.58,2418.01,474789345,0.0053,1,12.74,7477108020662,1911397948867669
2022-11-24,2437.51,2441.33,2428.12,2441.33,481184882,0.0096,1,23.32,6849558626177,1929930652968710
2022-11-25,2442.21,2449.66,2433.57,2437.86,438394239,-0.0014000000000000002,2,-3.47,6347578947005,1926846986556735
2022-11-28,2425.05,2425.65,2401.95,2408.27,350496873,-0.0121,2,-29.59,6462501436307,1903723176182007
2022-11-29,2405.54,2433.87,2401.1,2433.39,550174638,0.0104,1,25.12,6533346119404,1923006247934229
2022-11-30,2424.44,2472.53,2421.42,2472.53,594127344,0.0161,1,39.14,12469429031424,1953840810263050
2022-12-01,2501.43,2501.43,2474.33,2479.84,491383400,0.003,1,7.31,8850099247038,1959622742842373
2022-12-02,2471.5,2471.5,2434.33,2434.33,468847334,-0.0184,2,-45.51,7328393301881,1924204751365239
2022-12-05,2442.17,2442.22,2413.05,2419.32,385586134,-0.0062,2,-15.01,7717406208213,1911915922637855
2022-12-06,2397.7,2416.88,2390.2,2393.16,368635781,-0.0108,2,-26.16,6477022385590,1891336961499674
2022-12-07,2385.87,2394.88,2377.98,2382.81,332586789,-0.0043,2,-10.35,6080662497686,1882795765140146
2022-12-08,2386.9,2387.95,2357.2,2371.08,351939439,-0.0049,2,-11.73,7552996919747,1873438918318869
2022-12-09,2382.73,2390.08,2367.25,2389.04,315674287,0.0076,1,17.96,7220197808267,1888379555760614
2022-12-12,2373.58,2381.87,2368.47,2373.02,499224684,-0.0067,2,-16.02,5822259612423,1875700660827307
2022-12-13,2385.05,2388.27,2364.87,2372.4,447565388,-0.0003,2,-0.62,6659361034224,1874838727660788
2022-12-14,2380.81,2400.18,2379.44,2399.25,409799402,0.0113,1,26.85,5724107192073,1895655040773681
2022-12-15,2383.83,2392.11,2360.95,2360.97,375386441,-0.016,2,-38.28,6134217159398,1865842784271843
2022-12-16,2329.75,2360.44,2326.83,2360.02,414172006,-0.0004,2,-0.95,7206180401653,1865107455187511
2022-12-19,2350.78,2358.76,2342.28,2352.17,323987461,-0.0033,2,-7.85,5018051573386,1859031540760755
2022-12-20,2344.73,2353.86,2324.66,2333.29,358771039,-0.008,2,-18.88,5335838130528,1844296008436715
2022-12-21,2346.39,2347.0,2325.78,2328.95,329724466,-0.0019,2,-4.34,5102489702486,1840550908652687
2022-12-22,2340.0,2356.73,2335.75,2356.73,553052921,0.011899999999999999,1,27.78,9460858960619,1863411614401840
2022-12-23,2325.86,2333.08,2311.9,2313.69,366988585,-0.0183,2,-43.04,5935798139102,1829395536163727
2022-12-26,2312.54,2321.92,2304.2,2317.14,427844636,0.0015,1,3.45,5205750204132,1831727639591539
2022-12-27,2327.52,2335.99,2321.48,2332.79,448498792,0.0068000000000000005,1,15.65,7126994120167,1844141209320557
2022-12-28,2296.45,2296.45,2276.9,2280.45,405893520,-0.022400000000000003,2,-52.34,7566892910919,1801877942940295
2022-12-29,2265.73,2272.67,2236.38,2236.4,361194425,-0.019299999999999998,2,-44.05,6036542050335,1767235220931085
2023-01-02,2249.95,2259.88,2222.37,2225.67,346344799,-0.0048,2,-10.73,5200137586818,1759241799519040
2023-01-03,2230.98,2230.98,2180.67,2218.68,410245325,-0.0031,2,-6.99,6149082624890,1753771077018843
2023-01-04,2205.98,2260.06,2198.82,2255.98,412841149,0.0168,1,37.3,6487597995523,1783808765569816
2023-01-05,2268.2,2281.39,2252.97,2264.65,430977022,0.0038,1,8.67,7521178466245,1791816776272757
2023-01-06,2253.4,2300.62,2253.27,2289.97,398606581,0.011200000000000002,1,25.32,6764112169245,1811418923114710
2023-01-09,2315.87,2351.06,2312.56,2350.19,342095527,0.0263,1,60.22,7028980630776,1858632832938702
2023-01-10,2348.04,2370.18,2344.18,2351.31,359914195,0.0005,1,1.12,6702908456279,1859599298527137
2023-01-11,2364.05,2369.66,2350.36,2359.53,369010952,0.0034999999999999996,1,8.22,6297145034283,1865737441088174
2023-01-12,2376.72,2377.8,2358.33,2365.1,580433350,0.0024,1,5.57,7837776879492,1870238983001541
2023-01-13,2377.34,2397.01,2375.78,2386.09,862230157,0.0089,1,20.99,6976741116461,1886570606528872
2023-01-16,2390.06,2410.22,2387.61,2399.86,517762227,0.0058,1,13.77,6532806968677,1897375181962087
2023-01-17,2400.92,2404.0,2374.65,2379.39,536811108,-0.0085,2,-20.47,6314017773643,1881433258560147
2023-01-18,2380.36,2383.0,2356.84,2368.32,537392995,-0.004699999999999999,2,-11.07,5498577136647,1872694001860234
2023-01-19,2354.56,2380.34,2354.56,2380.34,370098909,0.0051,1,12.02,5448179058653,1882551676807929
2023-01-20,2380.0,2395.97,2372.57,2395.26,302506895,0.0063,1,14.92,5025541430084,1895790658564122
2023-01-25,2426.58,2432.71,2421.51,2428.57,550087246,0.0139,1,33.31,6665406114846,1922275331006549
2023-01-26,2436.18,2468.65,2426.4,2468.65,486831888,0.0165,1,40.08,8206398683439,1953918425527295
2023-01-27,2474.52,2497.4,2464.53,2484.02,509288123,0.0062,1,15.37,9092446576759,1966558578500389
2023-01-30,2484.64,2491.13,2446.59,2450.47,475410252,-0.013500000000000002,2,-33.55,9220413382464,1940151030295828
2023-01-31,2449.92,2457.48,2423.37,2425.08,617195639,-0.0104,2,-25.39,10394784014909,1918934214743307
2023-02-01,2446.03,2453.29,2433.37,2449.8,666296326,0.0102,1,24.72,8596020942471,1938780673481178
2023-02-02,2481.94,2486.2,2454.6,2468.88,693116445,0.0078000000000000005,1,19.08,9121677725259,1953996214062839
2023-02-03,2466.54,2485.08,2460.21,2480.4,496860518,0.004699999999999999,1,11.52,8027060871807,1963172031301669
2023-02-06,2461.82,2469.42,2438.04,2438.19,566819415,-0.017,2,-42.21,7671311282395,1929318577658651
2023-02-07,2440.14,2456.17,2432.4,2451.71,451159027,0.0055000000000000005,1,13.52,7594010675216,1939610902822855
2023-02-08,2469.42,2487.35,2465.96,2483.64,415677405,0.013000000000000001,1,31.93,8001678048694,1965482079981468
2023-02-09,2470.66,2487.14,2466.61,2481.52,610694361,-0.0009,2,-2.12,8986377129166,1963858470722852
2023-02-10,2470.65,2473.8,2454.74,2469.73,662365593,-0.0048,2,-11.79,8402618515942,1954699936947872
2023-02-13,2461.96,2462.58,2440.86,2452.7,486398581,-0.0069,2,-17.03,7371040643718,1942812751685929
2023-02-14,2471.33,2480.34,2459.83,2465.64,349432106,0.0053,1,12.94,6738873534337,1953249936043947
2023-02-15,2473.09,2473.44,2424.16,2427.9,387066656,-0.015300000000000001,2,-37.74,8758717823542,1923761984206842
2023-02-16,2444.06,2475.99,2442.07,2475.48,388027117,0.0196,1,47.58,9170362763358,1961021978369659
2023-02-17,2447.66,2471.51,2445.74,2451.21,514047410,-0.0098,2,-24.27,8364504360476,1941744158386502
2023-02-20,2453.25,2463.17,2430.27,2455.12,390012511,0.0016,1,3.91,7535474328847,1944743466978690
2023-02-21,2457.51,2466.07,2446.0,2458.96,494660925,0.0016,1,3.84,7333623297130,1943888913979410
2023-02-22,2430.87,2435.98,2416.16,2417.68,427481883,-0.0168,2,-41.28,8386250227119,1911701229124747
2023-02-23,2430.01,2449.62,2422.62,2439.09,400991556,0.0089,1,21.41,7451976722535,1928501536241600
2023-02-24,2442.49,2452.97,2421.47,2423.61,369900381,-0.0063,2,-15.48,6991100390024,1915633306309893
2023-02-27,2405.42,2405.56,2383.76,2402.64,357218105,-0.0087,2,-20.97,6598229950675,1898711780871791
2023-02-28,2417.58,2431.67,2407.29,2412.85,529789810,0.0042,1,10.21,9274200246571,1906496015272827
2023-03-02,2414.61,2440.59,2411.85,2427.85,428342155,0.0062,1,15.0,9660273967406,1918505110373529
2023-03-03,2438.73,2442.1,2423.08,2432.07,371881849,0.0017000000000000001,1,4.22,7845380172919,1921472037049278
2023-03-06,2452.46,2464.45,2441.07,2462.62,418813757,0.0126,1,30.55,9781226495947,1945884266663628
2023-03-07,2457.04,2475.73,2455.65,2463.35,450481378,0.0003,1,0.73,10732465515437,1945941991553062
2023-03-08,2435.58,2442.61,2426.52,2431.91,438358914,-0.0128,2,-31.44,9967055495184,1922025068502531
2023-03-09,2440.79,2444.2,2416.25,2419.09,476374647,-0.0053,2,-12.82,10357638632974,1911583468201648
2023-03-10,2389.82,2400.87,2383.19,2394.59,413411029,-0.0101,2,-24.5,7875520120082,1892450859293944
2023-03-13,2400.45,2413.24,2369.79,2410.6,380739619,0.0067,1,16.01,7702302033185,1904640758031550
2023-03-14,2390.36,2390.78,2348.19,2348.97,485075534,-0.0256,2,-61.63,7794604350782,1856250945275278
2023-03-15,2380.09,2395.36,2370.77,2379.72,443751262,0.0131,1,30.75,7591756283752,1880140744498524
2023-03-16,2357.98,2382.79,2346.11,2377.91,320194084,-0.0008,2,-1.81,7865786658708,1878507613036092
2023-03-17,2403.7,2405.35,2382.8,2395.69,364175642,0.0075,1,17.78,8617060403941,1893380948607249
2023-03-20,2391.87,2405.99,2378.7,2379.2,346033948,-0.0069,2,-16.49,6072911062048,1879711532221878
2023-03-21,2396.54,2399.52,2383.17,2388.35,355194640,0.0038,1,9.15,7269040131335,1886502691939232
2023-03-22,2411.25,2417.47,2402.78,2416.96,501412159,0.012,1,28.61,7890323068701,1908726634719028
2023-03-23,2398.27,2424.48,2397.91,2424.48,567703733,0.0031,1,7.52,10367436910717,1914529715835900
2023-03-24,2421.27,2423.76,2399.49,2414.96,470659232,-0.0039000000000000003,2,-9.52,9248183928115,1907314609899919
2023-03-27,2423.94,2423.94,2395.97,2409.22,472847242,-0.0024,2,-5.74,8534649614320,1902810299354672
2023-03-28,2418.69,2434.94,2415.34,2434.94,524016141,0.010700000000000001,1,25.72,8812617627205,1923151536114985
2023-03-29,2432.63,2443.95,2428.61,2443.92,497218499,0.0037,1,8.98,8829888945168,1930378482206591
2023-03-30,2452.97,2462.7,2439.43,2453.16,629052032,0.0038,1,9.24,10846639791891,1937575538312041
2023-03-31,2459.94,2481.24,2456.54,2476.86,722612208,0.0097,1,23.7,12903370005323,1957926358388616
2023-04-03,2485.81,2485.81,2467.59,2472.34,811723687,-0.0018,2,-4.52,11300345587698,1954443677108913
2023-04-04,2475.87,2489.71,2472.79,2480.51,832555311,0.0033,1,8.17,13496867045151,1960644519068079
2023-04-05,2482.61,2497.61,2478.67,2495.21,632719928,0.0059,1,14.7,9811876730903,1972182473615841
2023-04-06,2488.0,2488.0,2458.5,2459.23,751378076,-0.0144,2,-35.98,11332652707404,1943849428822129
2023-04-07,2478.64,2493.06,2473.89,2490.41,586992797,0.0127,1,31.18,11250171223896,1969009466863069
2023-04-10,2491.68,2519.99,2490.17,2512.08,717648069,0.0087,1,21.67,13539855326610,1986876446769953
2023-04-11,2523.33,2550.97,2514.42,2547.86,768175552,0.014199999999999999,1,35.78,14050594716001,2014288065974223
2023-04-12,2546.36,2561.37,2536.23,2550.64,900749506,0.0011,1,2.78,14426258754523,2016495718468033
2023-04-13,2534.71,2561.66,2531.07,2561.66,841719152,0.0043,1,11.02,11996436001118,2024512511224487
2023-04-14,2580.1,2581.74,2560.53,2571.49,892445555,0.0038,1,9.83,13088200741018,2032335488318426
2023-04-17,2570.3,2577.08,2561.14,2575.91,775752420,0.0017000000000000001,1,4.42,12793677906915,2036226925706043
2023-04-18,2582.23,2582.23,2557.19,2571.09,896932434,-0.0019,2,-4.82,14106396003998,2032968741986688
2023-04-19,2570.06,2582.11,2568.46,2575.08,956994366,0.0016,1,3.99,12750865238015,2036483235961877
2023-04-20,2566.06,2573.94,2552.06,2563.11,951423099,-0.0046,2,-11.97,12415524184621,2026470351235575
2023-04-21,2556.7,2559.44,2532.32,2544.4,970397971,-0.0073,2,-18.71,12614672834698,2012374091597670
2023-04-24,2538.36,2541.89,2518.73,2523.5,927191299,-0.008199999999999999,2,-20.9,11589467033126,1996621732458125
2023-04-25,2531.35,2531.35,2472.33,2489.02,886421798,-0.0137,2,-34.48,13681150419767,1967147727128900
2023-04-26,2489.49,2498.56,2481.38,2484.83,1089215527,-0.0017000000000000001,2,-4.19,12397513675358,1964553908314712
2023-04-27,2484.31,2499.01,2465.83,2495.81,733499935,0.0044,1,10.98,11142114587400,1974101089770741
2023-04-28,2511.79,2517.13,2489.58,2501.53,777535095,0.0023,1,5.72,14024831081451,1979839469128982
2023-05-02,2504.01,2524.42,2503.21,2524.39,701398536,0.0091,1,22.86,9942386589950,1997496492608915
2023-05-03,2510.19,2514.37,2497.83,2501.4,889609358,-0.0091,2,-22.99,9865860702590,1979410344840207
2023-05-04,2494.82,2502.14,2486.09,2500.94,810178245,-0.0002,2,-0.46,10020006022499,1978572080421787
2023-05-08,2518.53,2525.84,2511.13,2513.21,655536077,0.0049,1,12.27,9213044478015,1989045053273087
2023-05-09,2512.34,2514.81,2495.63,2510.06,751646926,-0.0013,2,-3.15,9351366513394,1986578323550486
2023-05-10,2505.96,2510.13,2488.42,2496.51,635635038,-0.0054,2,-13.55,8906696780352,1976264332781152
2023-05-11,2505.57,2513.82,2490.08,2491.0,648134386,-0.0022,2,-5.51,9002406636659,1971727644861109
2023-05-12,2487.35,2487.35,2472.45,2475.42,798229990,-0.0063,2,-15.58,8589238141803,1959471273376324
2023-05-15,2469.8,2479.35,2455.99,2479.35,484564791,0.0016,1,3.93,6920284584591,1962067053701407
2023-05-16,2494.4,2498.54,2474.9,2480.24,628743773,0.0004,1,0.89,8086955877418,1963631010474389
2023-05-17,2479.65,2498.37,2475.02,2494.66,564411579,0.0058,1,14.42,7218305741975,1975030171147455
2023-05-18,2511.09,2515.4,2500.01,2515.4,572764581,0.0083,1,20.74,7782864340886,1992171060284570
2023-05-19,2530.83,2538.31,2524.89,2537.79,570097445,0.0089,1,22.39,9199949186896,2010735982943882
2023-05-22,2540.03,2564.09,2533.5,2557.08,593619969,0.0076,1,19.29,8214575194453,2025540376904414
2023-05-23,2565.8,2577.32,2561.1,2567.55,576045359,0.0040999999999999995,1,10.47,7443352810396,2033435645642930
2023-05-24,2557.11,2572.21,2555.04,2567.45,1072440018,0.0,2,-0.1,7900596208889,2032739545215493
2023-05-25,2570.64,2575.05,2551.49,2554.69,917553486,-0.005,2,-12.76,9416538885100,2022841850227514
2023-05-26,2561.94,2567.5,2553.79,2558.81,634759104,0.0016,1,4.12,9401899255628,2027393063603788
2023-05-30,2582.41,2586.22,2574.82,2585.52,641646565,0.0104,1,26.71,11066254182072,2048101558653343
2023-05-31,2586.03,2596.31,2575.98,2577.12,686186797,-0.0032,2,-8.4,15135110642978,2039961429934852
2023-06-01,2572.56,2580.15,2565.0,2569.17,675233437,-0.0031,2,-7.95,9168501896122,2034185276404731
2023-06-02,2586.27,2601.38,2583.88,2601.36,569619542,0.0125,1,32.19,9383534584159,2059938045733047
2023-06-05,2617.43,2618.62,2608.01,2615.41,545879707,0.0054,1,14.05,8566306664573,2070761231989574
2023-06-07,2623.46,2629.92,2613.68,2615.6,537616723,0.0001,1,0.19,10152915448875,2070757365300596
2023-06-08,2609.21,2612.39,2595.33,2610.85,581325177,-0.0018,2,-4.75,11473710023538,2067265951520122
2023-06-09,2624.15,2644.7,2618.45,2641.16,583219035,0.0116,1,30.31,11128065460568,2091571202657558
2023-06-12,2647.49,2650.45,2623.43,2629.35,557056391,-0.0045000000000000005,2,-11.81,9365137234910,2082259638214132
2023-06-13,2644.43,2645.62,2633.52,2637.95,694320536,0.0033,1,8.6,11153307465910,2092104300796508
2023-06-14,2640.81,2642.86,2614.25,2619.08,654404452,-0.0072,2,-18.87,13100475117196,2077106421774783
2023-06-15,2629.24,2634.22,2602.52,2608.54,582437342,-0.004,2,-10.54,11513806869991,2068930296159040
2023-06-16,2623.57,2625.79,2612.21,2625.79,673673049,0.0066,1,17.25,12620601901546,2083070962834297
2023-06-19,2618.06,2619.44,2600.49,2609.5,719549044,-0.0062,2,-16.29,11096633448246,2069459013219873
2023-06-20,2602.83,2610.03,2596.82,2604.91,722540797,-0.0018,2,-4.59,10880371631739,2066709392982495
2023-06-21,2599.19,2600.97,2579.52,2582.63,659798470,-0.0086,2,-22.28,10654263369764,2049490170676983
2023-06-22,2575.65,2597.76,2575.65,2593.7,613221379,0.0043,1,11.07,8937920367446,2058310973700555
2023-06-23,2599.04,2600.81,2568.07,2570.1,528307350,-0.0091,2,-23.6,8548516965675,2039950788327825
2023-06-26,2568.65,2585.31,2562.03,2582.2,481750510,0.004699999999999999,1,12.1,8437663307773,2050227831614436
2023-06-27,2581.02,2582.0,2568.52,2581.39,538509244,-0.0003,2,-0.81,8592191725938,2049390122781709
2023-06-28,2590.52,2590.52,2559.46,2564.19,488767961,-0.0067,2,-17.2,8814328693756,2036006512301901
2023-06-29,2564.02,2577.69,2550.02,2550.02,604508630,-0.0055000000000000005,2,-14.17,8824942470147,2024884368206493
2023-06-30,2558.43,2571.03,2541.72,2564.28,510933786,0.005600000000000001,1,14.26,8209120592849,2035090950255639
2023-07-03,2580.89,2604.63,2580.49,2602.47,618006181,0.0149,1,38.19,8973590145582,2065043586311662
2023-07-04,2604.72,2607.66,2591.86,2593.31,674410584,-0.0034999999999999996,2,-9.16,9160795651560,2057900764652467
2023-07-05,2593.47,2601.99,2578.66,2579.0,601088685,-0.0055000000000000005,2,-14.31,10257664064971,2046820450881865
2023-07-06,2574.75,2575.45,2550.67,2556.29,531900313,-0.0088,2,-22.71,10291029204298,2028715707609857
2023-07-07,2547.41,2547.41,2515.07,2526.71,613265045,-0.0116,2,-29.58,10367353235625,2005107083038451
2023-07-10,2528.08,2539.63,2517.67,2520.7,561821159,-0.0024,2,-6.01,9698695577307,2000075614664244
2023-07-11,2538.84,2562.49,2534.48,2562.49,594134894,0.0166,1,41.79,10596470857533,2033589693802315
2023-07-12,2557.61,2574.73,2554.26,2574.72,696924185,0.0048,1,12.23,13229937627765,2043134138621225
2023-07-13,2589.89,2602.21,2587.75,2591.23,585660777,0.0064,1,16.51,13258009580486,2056144809692997
2023-07-14,2607.47,2628.3,2603.36,2628.3,569815109,0.0143,1,37.07,14285300247019,2085155474574010
2023-07-17,2617.67,2627.12,2611.55,2619.0,550569962,-0.0034999999999999996,2,-9.3,11732182232324,2077680979796137
2023-07-18,2624.59,2626.89,2600.67,2607.62,493202186,-0.0043,2,-11.38,12003817042366,2068793755872193
2023-07-19,2622.24,2622.54,2598.52,2608.24,440073850,0.0002,1,0.62,11231685664367,2069336033687290
2023-07-20,2595.38,2611.34,2589.29,2600.23,372364710,-0.0031,2,-8.01,9473223686191,2063004507308507
2023-07-21,2581.06,2609.76,2570.58,2609.76,501871967,0.0037,1,9.53,12258800016184,2069758933412275
2023-07-24,2608.47,2636.06,2595.21,2628.53,529363268,0.0072,1,18.77,19050421144820,2083819624716787
2023-07-25,2643.35,2646.71,2621.6,2636.46,723471549,0.003,1,7.93,19204604621912,2090016052441822
2023-07-26,2638.76,2639.21,2580.98,2592.36,834106504,-0.0167,2,-44.1,36348205551673,2054936941256622
2023-07-27,2599.82,2617.61,2586.36,2603.81,594162667,0.0044,1,11.45,24076448886729,2064695783012002
2023-07-28,2593.67,2609.54,2586.33,2608.32,503267298,0.0017000000000000001,1,4.51,16807323601605,2068133763181406
2023-07-31,2628.87,2639.45,2622.21,2632.58,454242638,0.009300000000000001,1,24.26,15688014180464,2085912205406965
2023-08-01,2644.34,2668.21,2639.1,2667.07,493643248,0.0131,1,34.49,15851940748272,2113135323242811
2023-08-02,2651.53,2660.9,2611.77,2616.47,704673842,-0.019,2,-50.6,16001903871479,2073668620072458
2023-08-03,2624.76,2625.45,2591.3,2605.39,789416273,-0.0042,2,-11.08,14921529311997,2064281827431858
2023-08-04,2606.17,2612.3,2598.38,2602.8,645750159,-0.001,2,-2.59,10971353099785,2061747668228013
2023-08-07,2591.58,2607.36,2580.71,2580.71,504070760,-0.0085,2,-22.09,11894470648556,2044894112432768
2023-08-08,2598.29,2601.41,2568.15,2573.98,638418712,-0.0026,2,-6.73,12435381687044,2039632194238017
2023-08-09,2580.6,2608.98,2576.21,2605.12,467526732,0.0121,1,31.14,10326262318499,2064557282952060
2023-08-10,2592.4,2601.56,2590.02,2601.56,568155109,-0.0014000000000000002,2,-3.56,11349005297143,2061336432491364
2023-08-11,2611.25,2616.84,2589.94,2591.26,675389953,-0.004,2,-10.3,10513465946903,2053371190885501
2023-08-14,2586.51,2592.91,2561.88,2570.87,624377647,-0.0079,2,-20.39,9995329422745,2037188539913534
2023-08-16,2550.13,2550.53,2520.87,2525.64,685135617,-0.0176,2,-45.23,12025529175862,2001820771407344
2023-08-17,2512.92,2520.56,2482.06,2519.85,735132744,-0.0023,2,-5.79,10727642034665,1997270646126948
2023-08-18,2495.18,2519.6,2489.63,2504.5,557784633,-0.0060999999999999995,2,-15.35,10776836338403,1985148457311986
2023-08-21,2511.7,2524.41,2505.59,2508.8,399458711,0.0017000000000000001,1,4.3,8524817791134,1988814382258267
2023-08-22,2528.39,2533.43,2509.53,2515.74,471808571,0.0028000000000000004,1,6.94,9270272191698,1994100740867846
2023-08-23,2510.0,2517.51,2499.89,2505.5,547169704,-0.0040999999999999995,2,-10.24,8577994375668,1986575329001002
2023-08-24,2531.78,2539.44,2520.73,2537.68,441140168,0.0128,1,32.18,10099466159245,2012082432960052
