Date,Open,High,Low,Close,Volume,Change,UpDown,Comp,Amount,MarCap
2023-08-25,2505.39,2526.37,2502.05,2519.14,577383852,-0.0073,2,-18.54,8302851242350,1997701491140052
2023-08-28,2534.42,2543.41,2525.64,2543.41,483587568,0.0096,1,24.27,8221905557756,2015825900484564
2023-08-29,2550.76,2556.98,2545.27,2552.16,441365852,0.0034000000000000002,1,8.75,8275017288825,2022518944004773
2023-08-30,2575.42,2578.62,2561.22,2561.22,364003001,0.0034999999999999996,1,9.06,7765444580940,2029672344990078
2023-08-31,2564.45,2568.06,2547.72,2556.27,473168805,-0.0019,2,-4.95,11334960549622,2025220695461871
2023-09-01,2551.93,2568.42,2551.04,2563.71,493367317,0.0029,1,7.44,10029746225521,2033321986422776
2023-09-04,2566.93,2584.55,2560.32,2584.55,342072516,0.008100000000000001,1,20.84,8699609485382,2050034095713728
2023-09-05,2578.91,2586.65,2575.19,2582.18,384579023,-0.0009,2,-2.37,7590068827455,2048141824784019
2023-09-06,2577.41,2585.98,2560.09,2563.34,422126144,-0.0073,2,-18.84,7626693242222,2033216059472071
2023-09-07,2554.87,2562.42,2539.24,2548.26,377270533,-0.0059,2,-15.08,8325826544902,2021630331132979
2023-09-08,2546.07,2550.96,2530.05,2547.68,396289098,-0.0002,2,-0.58,7718992573949,2020844443791382
2023-09-11,2549.88,2556.89,2540.44,2556.88,411070381,0.0036,1,9.2,8340732785019,2027845902421820
2023-09-12,2566.42,2568.55,2535.15,2536.58,359409844,-0.0079,2,-20.3,8927207173581,2012514265092078
2023-09-13,2536.22,2549.38,2528.18,2534.7,417576035,-0.0007000000000000001,2,-1.88,9270998787030,2011458185180640
2023-09-14,2544.89,2572.89,2541.11,2572.89,412509123,0.0151,1,38.19,9577502570729,2041171663656079
2023-09-15,2574.98,2611.0,2572.37,2601.28,441729809,0.011000000000000001,1,28.39,11995227354645,2063455243040381
2023-09-18,2588.69,2596.55,2573.26,2574.72,416289507,-0.0102,2,-26.56,8772091336958,2042003996189398
2023-09-19,2579.36,2583.25,2555.46,2559.21,462342076,-0.006,2,-15.51,7827324888504,2030125918133751
2023-09-20,2556.55,2566.62,2551.12,2559.74,414667757,0.0002,1,0.53,7571716473907,2030281560024885
2023-09-21,2544.81,2549.63,2514.96,2514.97,394676191,-0.0175,2,-44.77,7803096968952,1995558490661582
2023-09-22,2491.45,2513.26,2486.14,2508.13,433184441,-0.0027,2,-6.84,7063027557662,1988872132588095
2023-09-25,2504.1,2509.38,2486.44,2495.76,438614599,-0.0049,2,-12.37,7459544543909,1979048154958762
2023-09-26,2493.64,2495.0,2461.59,2462.97,427476174,-0.0131,2,-32.79,7060836784874,1953462572892867
2023-09-27,2447.99,2469.72,2445.51,2465.07,366240767,0.0009,1,2.1,6761281210971,1955817974945697
2023-10-04,2435.78,2435.78,2402.84,2405.69,424858687,-0.0241,2,-59.38,10244656479390,1909055583650353
2023-10-05,2423.35,2426.61,2402.5,2403.6,451722351,-0.0009,2,-2.09,9141360528268,1912222092363540
2023-10-06,2408.81,2421.18,2403.92,2408.73,289391533,0.0021,1,5.13,6522751201215,1916147548142909
2023-10-10,2436.58,2448.24,2402.44,2402.58,416004097,-0.0026,2,-6.15,9505946256101,1912039050695451
2023-10-11,2436.52,2463.56,2436.52,2450.08,446948721,0.019799999999999998,1,47.5,9140842858822,1949663797057905
2023-10-12,2465.19,2479.82,2464.84,2479.82,515451710,0.0121,1,29.74,8929118335738,1973336798717055
2023-10-13,2460.85,2466.62,2452.83,2456.15,582883748,-0.0095,2,-23.67,7164460134351,1955250761144788
2023-10-16,2442.43,2453.77,2422.52,2436.24,788356048,-0.008100000000000001,2,-19.91,8393099868062,1939007776711860
2023-10-17,2454.14,2466.87,2449.42,2460.17,509375162,0.0098,1,23.93,7711249611593,1958109580200441
2023-10-18,2452.05,2465.33,2450.78,2462.6,911545886,0.001,1,2.43,8897570511380,1960050710811028
2023-10-19,2431.92,2433.45,2412.55,2415.8,756946720,-0.019,2,-46.8,9054474474683,1923750595952743
2023-10-20,2391.54,2394.67,2364.01,2375.0,521208061,-0.0169,2,-40.8,9295958394523,1892280648037690
2023-10-23,2370.07,2375.79,2354.7,2357.02,395930159,-0.0076,2,-17.98,7117567308934,1877779359812775
2023-10-24,2371.55,2384.14,2326.67,2383.51,444165247,0.011200000000000002,1,26.49,7949284788809,1898106189983309
2023-10-25,2389.23,2389.9,2362.69,2363.17,440806736,-0.0085,2,-20.34,7832203371912,1882419020271508
2023-10-26,2325.82,2330.55,2299.08,2299.08,531072827,-0.0271,2,-64.09,9251519468286,1832032727433878
2023-10-27,2311.59,2321.84,2293.05,2302.81,514875992,0.0016,1,3.73,8009947757095,1834541640781010
2023-10-30,2292.34,2317.75,2292.34,2310.55,444842306,0.0034000000000000002,1,7.74,6954632697493,1840684678719156
2023-10-31,2318.39,2322.45,2273.97,2277.99,394982283,-0.0141,2,-32.56,8233073267951,1815424104493218
2023-11-01,2292.89,2312.15,2288.64,2301.56,358157301,0.0103,1,23.57,6739277694118,1835317635644088
2023-11-02,2334.96,2351.91,2333.41,2343.12,377461502,0.0181,1,41.56,7679304707201,1868116867300456
2023-11-03,2365.59,2370.28,2351.83,2368.34,578661884,0.0108,1,25.22,8040958355185,1887967827119667
2023-11-06,2399.8,2502.37,2395.03,2502.37,528584832,0.056600000000000004,1,134.03,15225479879466,1991919718242366
2023-11-07,2476.35,2476.35,2418.74,2443.96,457675546,-0.0233,2,-58.41,12086569930572,1947075246916667
2023-11-08,2460.22,2468.43,2418.14,2421.62,467217484,-0.0091,2,-22.34,7667332335588,1929362639610315
2023-11-09,2425.93,2437.9,2413.04,2427.08,395030998,0.0023,1,5.46,7288448335831,1933622735939370
2023-11-10,2406.4,2413.62,2393.64,2409.66,312467956,-0.0072,2,-17.42,5825602011829,1923177297058820
2023-11-13,2431.24,2435.32,2399.04,2403.76,307123090,-0.0024,2,-5.9,5934172518663,1918619318859373
2023-11-14,2424.93,2442.37,2422.97,2433.25,306963703,0.0123,1,29.49,6382101015771,1942197247569901
2023-11-15,2482.21,2487.42,2468.43,2486.67,419843260,0.022000000000000002,1,53.42,9328219011281,1984033040962156
2023-11-16,2483.48,2491.98,2472.69,2488.18,407440839,0.0006,1,1.51,6806413707780,1985488314205202
2023-11-17,2477.43,2481.1,2463.59,2469.85,388973752,-0.0074,2,-18.33,8129523115949,1974347791077874
2023-11-20,2464.72,2499.75,2464.04,2491.2,323806345,0.0086,1,21.35,6586444840432,1990537959330634
2023-11-21,2504.7,2517.74,2500.91,2510.42,345054695,0.0077,1,19.22,7713376763040,2005723541732152
2023-11-22,2493.17,2516.72,2490.43,2511.7,439485471,0.0005,1,1.28,7755315532472,2006109849579441
2023-11-23,2515.83,2522.2,2507.3,2514.96,360873812,0.0013,1,3.26,6577868002160,2009135899576999
2023-11-24,2517.88,2521.56,2496.63,2496.63,359382702,-0.0073,2,-18.33,6537960544304,1995161445843404
2023-11-27,2501.83,2511.37,2489.18,2495.66,364743731,-0.0004,2,-0.97,8376475664368,1994294784796634
2023-11-28,2506.14,2522.45,2502.26,2521.76,443089715,0.0105,1,26.1,8753423571555,2017729235777969
2023-11-29,2518.8,2523.98,2501.44,2519.81,579271100,-0.0008,2,-1.95,9428200342491,2015729696100694
2023-11-30,2512.11,2535.29,2507.8,2535.29,664284035,0.0060999999999999995,1,15.48,11992488473054,2027777361360739
2023-12-01,2520.49,2520.49,2504.06,2505.01,516596238,-0.011899999999999999,2,-30.28,8837749634076,2004297452965198
2023-12-04,2522.22,2525.63,2510.52,2514.95,498860818,0.004,1,9.94,8772366761173,2012605764241432
2023-12-05,2507.45,2509.74,2492.55,2494.28,427066848,-0.008199999999999999,2,-20.67,8300521654842,1995841254871312
2023-12-06,2503.57,2509.67,2495.38,2495.38,390989432,0.0004,1,1.1,7685319935995,1996748972275817
2023-12-07,2493.14,2499.73,2481.0,2492.07,446877270,-0.0013,2,-3.31,8127635646232,1993881026629665
2023-12-08,2510.24,2521.58,2507.14,2517.85,431796634,0.0103,1,25.78,7916793470777,2014785074596234
2023-12-11,2524.79,2528.89,2512.45,2525.36,435003610,0.003,1,7.51,8260507908287,2021014751891689
2023-12-12,2535.11,2543.06,2529.74,2535.27,378033628,0.0039000000000000003,1,9.91,7732529685587,2029469553428360
2023-12-13,2531.23,2531.23,2509.89,2510.66,377934427,-0.0097,2,-24.61,7513616958089,2010099879260123
2023-12-14,2547.74,2549.65,2532.16,2544.18,530123485,0.0134,1,33.52,12960670969677,2036471107001660
2023-12-15,2558.44,2574.23,2555.3,2563.56,465313553,0.0076,1,19.38,12873295143562,2052134143905219
2023-12-18,2568.77,2573.13,2556.05,2566.86,384828383,0.0013,1,3.3,10181567999906,2053934297383476
2023-12-19,2564.81,2570.06,2556.52,2568.55,392497373,0.0007000000000000001,1,1.69,8418110713633,2054764998811186
2023-12-20,2586.99,2615.38,2584.85,2614.3,570423377,0.0178,1,45.75,11202542825393,2091168204270216
2023-12-21,2598.37,2610.81,2587.16,2600.02,578334789,-0.0055000000000000005,2,-14.28,9467808991589,2080482827882262
2023-12-22,2617.72,2621.37,2599.51,2599.51,465967201,-0.0002,2,-0.51,8848287882829,2082855844704432
2023-12-26,2609.44,2612.14,2594.65,2602.59,440428129,0.0012,1,3.08,9582765574870,2085608165140366
2023-12-27,2599.35,2613.5,2590.08,2613.5,349733378,0.0042,1,10.91,10359763878782,2093997127111758
2023-12-28,2616.27,2655.28,2611.72,2655.28,460086621,0.016,1,41.78,9418929602384,2126372515851046
2024-01-02,2645.47,2675.8,2641.88,2669.81,409871688,0.0055000000000000005,1,14.53,9628190129018,2147223894556881
2024-01-03,2643.54,2643.72,2607.31,2607.31,463131608,-0.023399999999999997,2,-62.5,10121578328315,2096573473823721
2024-01-04,2592.44,2602.64,2580.09,2587.02,770176172,-0.0078000000000000005,2,-20.29,8992273956601,2081862659594752
2024-01-05,2586.89,2592.29,2572.6,2578.08,522289892,-0.0034999999999999996,2,-8.94,8384472928787,2075148802709824
2024-01-08,2584.23,2591.68,2566.34,2567.82,320143990,-0.004,2,-10.26,6763632029996,2067290656237408
2024-01-09,2598.31,2599.37,2556.0,2561.24,791214273,-0.0026,2,-6.58,8896714487368,2061575745648289
2024-01-10,2563.97,2568.19,2539.82,2541.98,570021066,-0.0075,2,-19.26,8795834820834,2045533566125824
2024-01-11,2543.03,2557.3,2540.27,2540.27,788422596,-0.0007000000000000001,2,-1.71,13669889824902,2043896294511727
2024-01-12,2536.55,2543.83,2517.76,2525.05,790177187,-0.006,2,-15.22,8368765827550,2047248114238733
2024-01-15,2525.69,2536.06,2515.84,2525.99,802102006,0.0004,1,0.94,8182706743844,2047779701417268
2024-01-16,2516.27,2524.35,2491.13,2497.59,659578602,-0.011200000000000002,2,-28.4,8828509480164,2024555060865416
2024-01-17,2501.23,2503.91,2435.34,2435.9,965595357,-0.024700000000000003,2,-61.69,11281597951689,1975074608228092
2024-01-18,2439.96,2453.97,2429.12,2440.04,571507487,0.0017000000000000001,1,4.14,8300177532644,1978349880698514
2024-01-19,2468.43,2479.0,2455.5,2472.74,518806918,0.0134,1,32.7,9174537029762,2005853267137231
2024-01-22,2489.57,2490.69,2464.35,2464.35,388045571,-0.0034000000000000002,2,-8.39,8419915774574,1999139797919650
2024-01-23,2478.32,2482.84,2464.24,2478.61,472284165,0.0058,1,14.26,8029400288499,2010744285970351
2024-01-24,2476.22,2476.22,2454.34,2469.69,395463694,-0.0036,2,-8.92,7446526589060,2003932327419686
2024-01-25,2467.73,2474.01,2452.36,2470.34,357233504,0.0003,1,0.65,8124338284896,2003599594512515
2024-01-26,2458.05,2502.61,2453.45,2478.56,292662412,0.0033,1,8.22,7144493302087,2009937343154269
2024-01-29,2490.93,2516.92,2483.81,2500.65,427439639,0.0089,1,22.09,8958520572993,2034462573480314
2024-01-30,2523.68,2528.54,2498.81,2498.81,481808939,-0.0007000000000000001,2,-1.84,8734431084623,2032788176215422
2024-01-31,2487.9,2502.45,2486.97,2497.09,454574443,-0.0007000000000000001,2,-1.72,9000429911787,2030032668710527
2024-02-01,2491.93,2542.46,2491.93,2542.46,751074606,0.0182,1,45.37,13462481624148,2067112301934090
2024-02-02,2559.4,2615.34,2559.39,2615.31,596121129,0.0287,1,72.85,14368149719486,2126219526202082
2024-02-05,2612.77,2612.77,2562.5,2591.31,511677820,-0.0092,2,-24.0,12476233311073,2107741572677307
2024-02-06,2584.2,2599.18,2563.87,2576.2,411617635,-0.0058,2,-15.11,10386506269960,2095645930554876
2024-02-07,2592.59,2625.24,2588.09,2609.58,518182343,0.013000000000000001,1,33.38,11491680255121,2123763208093908
2024-02-08,2620.26,2629.51,2610.21,2620.32,430009355,0.0040999999999999995,1,10.74,12493447627224,2132384707693318
2024-02-13,2644.17,2656.87,2640.96,2649.64,559385295,0.011200000000000002,1,29.32,13294428567621,2157419255239933
2024-02-14,2609.6,2627.31,2601.99,2620.42,543525036,-0.011000000000000001,2,-29.22,10107666432067,2134335214502237
2024-02-15,2643.81,2643.86,2613.8,2613.8,621363093,-0.0025,2,-6.62,10691023734593,2128007409746468
2024-02-16,2635.63,2648.76,2625.01,2648.76,593841761,0.0134,1,34.96,10221803977167,2156678843913596
2024-02-19,2653.12,2683.39,2653.12,2680.26,422699048,0.011899999999999999,1,31.5,9820891305363,2182000859841736
2024-02-20,2671.55,2673.84,2643.93,2657.79,612668186,-0.0084,2,-22.47,9999238286778,2164246683674156
2024-02-21,2656.92,2670.95,2644.04,2653.31,562144348,-0.0017000000000000001,2,-4.48,9150151196628,2160613141082502
2024-02-22,2671.69,2671.69,2653.99,2664.27,456396847,0.0040999999999999995,1,10.96,10278918996172,2169296821127555
2024-02-23,2681.03,2694.8,2665.21,2667.7,415376166,0.0013,1,3.43,10282074497042,2172012827862754
2024-02-26,2657.35,2659.6,2629.78,2647.08,531661427,-0.0077,2,-20.62,10950640820454,2154285533222444
2024-02-27,2654.76,2654.76,2619.38,2625.05,574301706,-0.0083,2,-22.03,12634501574691,2138605308580859
2024-02-28,2629.11,2657.32,2623.15,2652.29,421552569,0.0104,1,27.24,10266442750037,2160300898648426
2024-02-29,2643.48,2647.56,2628.62,2642.36,496064469,-0.0037,2,-9.93,12975398337140,2154501763495998
2024-03-04,2664.52,2682.8,2662.32,2674.27,404014324,0.0121,1,31.91,12680157695305,2180068721681928
2024-03-05,2660.8,2684.83,2649.35,2649.4,457237152,-0.009300000000000001,2,-24.87,12207053152140,2159737907605954
2024-03-06,2638.84,2649.78,2630.16,2641.49,378993989,-0.003,2,-7.91,10533005950271,2152385363230447
2024-03-07,2653.98,2660.26,2633.57,2647.62,462910823,0.0023,1,6.13,10871921043030,2157093122013549
2024-03-08,2676.79,2688.0,2668.38,2680.35,454259855,0.0124,1,32.73,11479440624975,2183434413990576
2024-03-11,2665.58,2677.21,2658.74,2659.84,391384816,-0.0077,2,-20.51,8856058910332,2165991239911813
2024-03-12,2673.47,2686.14,2659.72,2681.81,403969278,0.0083,1,21.97,9731030845026,2183694627398137
2024-03-13,2694.71,2701.45,2679.54,2693.57,498759769,0.0044,1,11.76,10957571435594,2193638398555053
2024-03-14,2698.37,2718.76,2696.31,2718.76,609288045,0.009399999999999999,1,25.19,14142602900461,2214176883564676
2024-03-15,2701.91,2705.59,2666.84,2666.84,584947718,-0.0191,2,-51.92,13235768120641,2171246910784166
2024-03-18,2678.52,2688.07,2665.28,2685.84,408182483,0.0070999999999999995,1,19.0,9523805666900,2186414425213829
2024-03-19,2673.57,2673.57,2645.14,2656.17,695865617,-0.011000000000000001,2,-29.67,10702804612977,2162284635365968
2024-03-20,2680.7,2692.52,2674.09,2690.14,720451805,0.0128,1,33.97,12739395278981,2190991693310006
2024-03-21,2731.18,2755.45,2724.25,2754.86,825226939,0.0241,1,64.72,14013557214292,2244169943853590
2024-03-22,2751.15,2763.06,2738.18,2748.56,509545275,-0.0023,2,-6.3,11532687277699,2240018470676891
2024-03-25,2756.59,2763.63,2731.7,2737.57,489620187,-0.004,2,-10.99,9979717463873,2230450709812806
2024-03-26,2756.42,2779.4,2752.27,2757.09,448300913,0.0070999999999999995,1,19.52,12188273305400,2248074960180936
2024-03-27,2745.0,2762.03,2745.0,2755.11,510644016,-0.0007000000000000001,2,-1.98,12461944297042,2246759368908432
2024-03-28,2753.22,2756.86,2742.68,2745.82,419277948,-0.0034000000000000002,2,-9.29,11925008942773,2239561710047378
2024-03-29,2757.27,2757.55,2739.12,2746.63,495495575,0.0003,1,0.81,11190102648960,2240537707931380
2024-04-01,2766.24,2769.87,2747.4,2747.86,397600506,0.0004,1,1.23,10066834746484,2241082877779755
2024-04-02,2744.15,2760.33,2737.19,2753.16,630392908,0.0019,1,5.3,13116888253006,2247045532300401
2024-04-03,2730.68,2732.29,2706.97,2706.97,640806255,-0.0168,2,-46.19,13257039663440,2209038426589524
2024-04-04,2738.24,2746.39,2727.1,2742.0,477952756,0.0129,1,35.03,11978193544511,2238039850882680
2024-04-05,2713.96,2730.47,2705.31,2714.21,621030559,-0.0101,2,-27.79,11293864180906,2215451533029409
2024-04-08,2718.76,2725.58,2706.74,2717.65,620652526,0.0013,1,3.44,10560913230739,2218358194498119
2024-04-09,2733.23,2741.23,2703.96,2705.16,470183666,-0.0046,2,-12.49,10037704753832,2207593683288588
2024-04-11,2665.4,2718.07,2661.92,2706.96,561333352,0.0007000000000000001,1,1.8,12789892903761,2209845127261173
2024-04-12,2710.89,2712.45,2678.21,2681.82,514575252,-0.009300000000000001,2,-25.14,11903471260891,2189191729846839
2024-04-15,2661.36,2673.26,2641.16,2670.43,561950019,-0.0042,2,-11.39,10506647345531,2179146668534823
2024-04-16,2644.17,2647.6,2601.45,2609.63,570212078,-0.022799999999999997,2,-60.8,12257738700180,2129095533863437
2024-04-17,2619.15,2626.63,2584.18,2584.18,414348111,-0.0098,2,-25.45,9779317782734,2108636206256260
2024-04-18,2595.46,2642.03,2593.26,2634.7,478786204,0.0195,1,50.52,10571079673653,2148591606593171
2024-04-19,2600.69,2609.9,2553.55,2591.86,809473426,-0.0163,2,-42.84,14044807236711,2113960517731474
2024-04-22,2615.72,2629.44,2604.37,2629.44,401892185,0.014499999999999999,1,37.58,11021071197748,2143157215871340
2024-04-23,2632.15,2641.78,2619.72,2623.02,430275765,-0.0024,2,-6.42,9948338030037,2137640962658347
2024-04-24,2662.84,2677.85,2662.84,2675.75,325739636,0.020099999999999996,1,52.73,10227694656817,2180629130374121
2024-04-25,2646.8,2656.51,2628.62,2628.62,334062359,-0.0176,2,-47.13,8987958983331,2142440794883830
2024-04-26,2650.94,2662.1,2641.35,2656.33,450520678,0.0105,1,27.71,10148866094724,2164477450575646
2024-04-29,2675.46,2687.44,2665.21,2687.44,470546033,0.011699999999999999,1,31.11,10491387518238,2189691725743463
2024-04-30,2693.22,2710.23,2687.29,2692.06,460083516,0.0017000000000000001,1,4.62,11347130197832,2193843858061216
2024-05-02,2679.04,2692.47,2678.84,2683.65,351087270,-0.0031,2,-8.41,9059052787751,2186876849586271
2024-05-03,2704.31,2705.26,2676.63,2676.63,338612027,-0.0026,2,-7.02,7850446650277,2180854242187852
2024-05-07,2718.17,2734.36,2716.62,2734.36,532203424,0.0216,1,57.73,11153672379482,2228259503005163
2024-05-08,2732.11,2745.05,2727.93,2745.05,436315210,0.0039000000000000003,1,10.69,10293632989622,2243933670998562
2024-05-09,2743.29,2749.14,2710.25,2712.14,423810541,-0.012,2,-32.91,11102793125978,2216794075957826
2024-05-10,2737.95,2743.58,2723.21,2727.63,586133434,0.005699999999999999,1,15.49,11566879277171,2226624818720776
2024-05-13,2735.2,2738.38,2713.92,2727.21,625277713,-0.0002,2,-0.42,13054660270065,2226373173373837
2024-05-14,2732.98,2735.82,2722.74,2730.34,443295551,0.0011,1,3.13,9491099959143,2228236340852444
2024-05-16,2770.27,2773.46,2748.22,2753.0,521841311,0.0083,1,22.66,13253185991139,2246492512784154
2024-05-17,2751.47,2752.17,2724.62,2724.62,575936318,-0.0103,2,-28.38,11008339216044,2223763413963692
2024-05-20,2741.24,2756.41,2734.64,2742.14,582071105,0.0064,1,17.52,12502253995995,2237911831916097
2024-05-21,2733.03,2734.48,2719.74,2724.18,560818982,-0.006500000000000001,2,-17.96,10490361130914,2223367539795622
2024-05-22,2723.46,2733.07,2707.87,2723.46,484723878,-0.0003,2,-0.72,12378510253371,2223391187575664
2024-05-23,2719.03,2734.27,2704.0,2721.81,428079461,-0.0006,2,-1.65,11449262184318,2222186906186078
2024-05-24,2693.65,2696.99,2681.17,2687.6,501638731,-0.0126,2,-34.21,12363444691766,2193712334095006
2024-05-27,2697.16,2725.08,2693.66,2722.99,556709910,0.0132,1,35.39,15847767781392,2222058046281292
2024-05-28,2715.52,2730.12,2714.34,2722.85,440956718,-0.0001,2,-0.14,11586995502162,2221981776231337
2024-05-29,2719.56,2721.63,2677.07,2677.3,438980914,-0.0167,2,-45.55,13076460910800,2184383957054233
2024-05-30,2666.63,2666.63,2635.44,2635.44,372741998,-0.015600000000000001,2,-41.86,11132062547655,2150594911810807
2024-05-31,2657.87,2664.48,2635.77,2636.52,613717789,0.0004,1,1.08,16353906904146,2151017465412147
2024-06-03,2657.81,2690.73,2657.81,2682.52,782329142,0.0174,1,46.0,13995552060921,2188764087625754
2024-06-04,2668.73,2679.47,2659.43,2662.1,773459815,-0.0076,2,-20.42,12649033157359,2171834477055724
2024-06-05,2681.11,2697.43,2667.63,2689.5,881481171,0.0103,1,27.4,13624987518166,2194822320470817
2024-06-07,2718.25,2729.63,2705.23,2722.67,783870642,0.0123,1,33.17,12465269602613,2221091055961770
2024-06-10,2698.71,2718.89,2689.19,2701.17,506891681,-0.0079,2,-21.5,11327687402104,2203848894691709
2024-06-11,2716.72,2718.88,2702.17,2705.32,558892980,0.0015,1,4.15,11776520079436,2206744123013164
2024-06-12,2709.65,2730.3,2707.44,2728.17,511008858,0.0084,1,22.85,11839575564352,2224929133048683
2024-06-13,2764.18,2776.72,2752.61,2754.89,700027275,0.0098,1,26.72,19135858383663,2247116756582045
2024-06-14,2759.22,2769.16,2750.86,2758.42,644979251,0.0013,1,3.53,16187046354733,2250826809499794
2024-06-17,2754.83,2759.86,2741.03,2744.1,593985068,-0.0052,2,-14.32,12457645927392,2237952930934221
2024-06-18,2765.7,2772.35,2759.03,2763.92,561975111,0.0072,1,19.82,13269477858739,2254082532058439
2024-06-19,2786.16,2799.32,2786.16,2797.33,646706151,0.0121,1,33.41,14069563614982,2280984107505914
2024-06-20,2802.1,2812.62,2796.37,2807.63,758165860,0.0037,1,10.3,13576969980405,2289946832082912
2024-06-21,2794.87,2797.0,2777.33,2784.26,631143373,-0.0083,2,-23.37,14492984699807,2270593310209150
2024-06-24,2772.85,2782.9,2758.09,2764.73,594166310,-0.006999999999999999,2,-19.53,11082706901587,2257243669014962
