Ticker,DateTime,Close,Open,Low,High,Volume
005930,20240624,80600,79700,79500,80900,15454227
,20240621,80000,80700,80000,80800,17907523
,20240620,81600,81500,81200,82200,20288913
,20240619,81200,81100,80500,82500,24168863
,20240618,79800,78700,78600,80200,18207598
,20240617,78100,79200,78000,79500,16123051
,20240614,79600,79700,79000,80500,22926612
,20240613,78600,78400,77800,79000,33763804
,20240612,76500,75300,75200,77100,19246725
,20240611,75200,75900,75100,76000,16971175
,20240610,75700,76100,75600,76600,14598755
,20240607,77300,78400,77100,78600,21189349
,20240605,77400,78000,76800,78000,23177968
,20240604,75300,74900,74900,76100,14098053
,20240603,75700,74400,74200,76400,15706268
,20240531,73500,74500,73500,74700,26198776
,20240530,73500,74800,73500,75200,28551273
,20240529,75200,77700,75200,78200,30244875
,20240528,77600,76500,76200,78000,18539072
,20240527,77200,75300,74000,78200,43825202
,20240524,75900,76800,75700,77000,27891278
,20240523,78300,77700,77100,79100,18728087
,20240522,77700,78100,77300,78700,19521506
,20240521,78400,78500,78200,79000,13690583
,20240520,78900,78100,77900,79100,19456783
,20240517,77400,78600,77200,78800,15918201
,20240516,78200,80200,78100,80300,20989778
,20240514,78300,78600,77900,78800,11763992
,20240513,78400,79400,77600,79900,18652344
,20240510,79200,80400,78900,81100,16976124
,20240509,79700,81100,79700,81500,18759935
,20240508,81300,80800,80500,81400,13089576
,20240507,81300,79600,79400,81300,26238868
,20240503,77600,79000,77500,79000,13151889
,20240502,78000,77600,77300,78600,18900640
,20240430,77500,77000,76600,78500,19007007
,20240429,76700,77400,76200,77600,14664474
,20240426,76700,77800,76500,77900,12755629
,20240425,76300,77300,76300,77500,15549134
,20240424,78600,77500,77200,78800,22166150
,20240423,75500,76400,75500,76800,18717699
,20240422,76100,77400,75100,77500,30469477
,20240419,77600,78300,76300,78700,31317563
,20240418,79600,78800,78300,80100,21370190
,20240417,78900,80700,78900,80800,22611631
,20240416,80000,81200,79400,81300,31949845
,20240415,82200,82900,81200,83200,26663772
,20240412,83700,84700,83200,84900,17061770
,20240411,84100,83200,82500,84700,25538009
,20240409,83600,84500,83100,84900,23725956
,20240408,84500,85200,84500,86000,18953232
,20240405,84500,84500,83800,85000,18883752
,20240404,85300,85200,84300,85500,25248934
,20240403,84100,84300,83500,85000,30493347
,20240402,85000,82900,82900,85000,37077944
,20240401,82000,83200,82000,83300,20116513
,20240329,82400,81200,80900,82500,27126366
,20240328,80800,79400,79200,81000,25084812
,20240327,79800,79200,79200,80000,17424595
,20240326,79900,79700,79200,80100,30551494
,20240325,78200,79600,77800,79800,18703996
,20240322,78900,79600,77800,79900,26724761
,20240321,79300,79200,77700,79300,44569799
,20240320,76900,73700,73400,77200,50106297
,20240319,72800,72300,71700,73000,15376066
,20240318,72800,72600,72500,73000,11520348
,20240315,72300,73400,72300,73700,22580555
,20240314,74300,74400,73600,74500,22545539
,20240313,74100,73700,73500,74100,15243134
,20240312,73300,72600,72100,73500,13011654
,20240311,72400,72900,72300,73100,9740504
,20240308,73300,72800,72600,73400,19271349
,20240307,72200,73100,72200,73300,14516963
,20240306,72900,73200,72700,73500,21547905
,20240305,73700,74600,73700,74800,19505125
,20240304,74900,74300,74000,75000,23210474
,20240229,73400,72600,72000,73400,21176403
,20240228,73200,72900,72800,73900,11795859
,20240227,72900,73100,72700,73400,13201981
,20240226,72800,72300,72200,73200,14669352
,20240223,72900,73600,72900,74200,16225166
,20240222,73100,73800,72700,73900,15208934
,20240221,73000,73400,72900,73700,11503495
,20240220,73300,73700,72800,73700,14681477
,20240219,73800,72800,72800,73900,12726404
,20240216,72800,73300,72500,73400,13444781
,20240215,73000,74200,73000,74400,14120600
,20240214,74000,73700,73700,74300,12434945
,20240213,75200,74800,74400,75200,21966745
,20240208,74100,75000,73600,75200,20810708
,20240207,75000,74600,74300,75500,16566445
,20240206,74400,74300,73300,74700,14559254
,20240205,74300,74200,73500,74800,19026021
,20240202,75200,74000,73700,75200,14955881
,20240201,73600,73000,72900,74200,19881033
,20240131,72700,73400,72500,74000,15703560
,20240130,74300,75000,73700,75300,12244418
,20240129,74400,73800,73500,75200,13976521
,20240126,73400,73700,73300,74500,11160062
,20240125,74100,74200,73700,74800,11737747
,20240124,74000,75200,73500,75200,12860661
,20240123,75200,75700,74300,75800,14786224
,20240122,75100,75900,75000,76000,19673375
,20240119,74700,73500,73000,74700,23363427
,20240118,71700,71600,70700,72000,17853397
,20240117,71000,73100,71000,73300,22683660
,20240116,72600,73500,72500,73700,14760415
,20240115,73900,73200,73200,74000,13212339
,20240112,73100,73000,72800,74100,13038939
,20240111,73200,72900,72700,73600,57691266
,20240110,73600,75000,73200,75200,20259529
,20240109,74700,77400,74300,77700,26019249
,20240108,76500,77000,76400,77500,11088724
,20240105,76600,76700,76400,77100,11304316
,20240104,76600,76100,76100,77300,15324439
,20240103,77000,78500,77000,78800,21753644
,20240102,79600,78200,78200,79800,17142847
,20231228,78500,77700,77500,78500,17797536
,20231227,78000,76700,76500,78000,20651042
,20231226,76600,76100,75700,76700,13164909
,20231222,75900,75800,75400,76300,14515608
,20231221,75000,74600,74300,75000,13478766
,20231220,74800,74200,73800,74900,16870156
,20231219,73400,73000,72800,73400,8907632
,20231218,72900,73300,72800,73400,9690551
,20231215,73300,73800,73200,74000,15419815
,20231214,73100,74100,72500,74300,27567593
,20231213,72800,73300,72800,73500,13116766
,20231212,73500,73300,73100,73500,13758646
,20231211,73000,72800,72200,73000,9861960
,20231208,72600,72100,71900,72800,10859463
,20231207,71500,71800,71100,71900,8862017
,20231206,71700,71800,71600,72100,8123087
,20231205,71200,72300,71200,72400,12129682
,20231204,72600,72800,72400,72900,10229267
,20231201,72000,72400,71700,72500,9871284
,20231130,72800,72700,72200,72800,15783714
,20231129,72700,72400,72200,72800,9283933
,20231128,72700,71400,71300,72700,13283081
,20231127,71300,71500,71100,72100,9113857
,20231124,71700,72400,71700,72600,6676685
,20231123,72400,73000,72200,73200,6775614
,20231122,72800,72200,71900,73000,11105143
,20231121,72800,73100,72700,73400,9712881
,20231120,72700,72100,72100,73000,10610157
,20231117,72500,72300,72300,73000,11494644
,20231116,72800,72500,72300,73000,15860451
,20231115,72200,71600,71500,72200,20148677
,20231114,70800,71000,70600,71100,9567984
,20231113,70400,71300,70300,71300,9246919
,20231110,70500,70000,69500,70500,9684347
,20231109,70300,69900,69600,70800,12301373
,20231108,69900,71300,69700,71400,12901310
,20231107,70900,70600,70000,70900,17228731
,20231106,70900,69800,69300,70900,22228489
,20231103,69600,69700,69500,70200,10322234
,20231102,69700,70000,69400,70000,16350031
,20231101,68600,67500,67300,68900,13775256
,20231031,66900,67600,66900,68300,14488892
,20231030,67300,66800,66700,67800,10139270
,20231027,67300,67100,66700,67300,11334726
,20231026,66700,67000,66700,67900,15517624
,20231025,68000,68800,67900,68800,10610703
,20231024,68500,68700,67700,68800,12791710
,20231023,68400,68700,68200,69100,11625959
,20231020,68800,68900,68100,69200,15204495
,20231019,69500,69700,69400,70000,13985012
,20231018,70500,68900,68800,70500,16493184
,20231017,69400,67700,67400,69900,17299253
,20231016,67300,67900,66800,68500,12599299
,20231013,68000,68000,67700,68500,9724086
,20231012,68900,68600,68200,69700,19311380
,20231011,68200,68600,67900,69400,25209349
,20231010,66400,66200,66200,67600,19889202
,20231006,66000,67100,66000,67300,14386527
,20231005,66700,67300,66700,67400,16108313
,20231004,67500,67400,66700,67700,23361149
,20230927,68400,68600,68200,69100,14886491
,20230926,68600,70000,68400,70000,13143470
,20230925,69400,68500,68500,69700,13582516
,20230922,68800,68300,68300,68900,9897840
,20230921,68900,69200,68800,69800,10796336
,20230920,69600,70000,69500,70300,10873015
,20230919,69800,70400,69600,70800,11820188
,20230918,70200,71300,70200,71700,16040727
,20230915,72000,71700,71400,72300,17823512
,20230914,71700,71200,70800,71800,21041407
,20230913,70900,71100,70300,71600,15955797
,20230912,70500,70800,70400,71000,11688599
,20230911,70800,70400,70000,70800,11785462
,20230908,70300,70200,69600,70300,10688118
,20230907,70400,70000,69600,70600,13741241
,20230906,70000,70700,69700,70800,11414620
,20230905,70700,70900,70200,71500,12330239
,20230904,71200,72900,70700,72900,26286495
,20230901,71000,66800,66700,71000,29738235
,20230831,66900,67100,66400,67200,15964630
,20230830,67100,67300,67100,67700,9181223
,20230829,66800,66900,66600,67200,9114352
,20230828,66800,66800,66500,67000,5824628
,20230825,67100,67100,66900,67400,7032462
,20230824,68200,68300,67900,68700,15044463
,20230823,67100,66700,66400,67100,9549352
,20230822,66600,67200,66300,67700,10500242
,20230821,66600,66600,66300,67100,9720067
,20230818,66300,66000,65800,66700,11745006
,20230817,66700,66300,66000,66800,10778652
,20230816,67000,66700,66300,67100,13174578
,20230814,67300,67500,66900,67900,9352343
,20230811,67500,68400,67500,68800,9781038
,20230810,68000,68300,67800,68500,10227311
,20230809,68900,68000,67900,69600,17259673
,20230808,67600,69000,67400,69100,14664709
,20230807,68500,67700,67600,69200,10968505
,20230804,68300,68800,68200,69100,12360193
,20230803,68800,69900,68500,70200,20087090
,20230802,69900,70700,69800,71000,13835020
,20230801,71100,70100,70000,71200,12299254
,20230731,69800,70900,69800,71000,13035420
,20230728,70600,71800,70100,72400,19420683
,20230727,71700,69900,69300,71700,24261179
,20230726,69800,69800,68100,70600,30016221
,20230725,70000,70000,69800,70500,14314945
,20230724,70400,70100,69900,70900,13418597
,20230721,70300,70400,69400,70400,16528926
,20230720,71000,71100,70800,71500,9732730
,20230719,71700,72700,71300,72800,10896412
,20230718,72000,73200,72000,73500,11697900
,20230717,73300,73200,72800,73500,10060049
,20230714,73400,72500,72400,73400,15882519
,20230713,71900,72400,71900,72600,14417279
,20230712,71900,71200,71100,72000,10375581
,20230711,71500,70200,70100,71500,12177392
,20230710,69500,70000,69200,70400,11713926
,20230707,69900,71100,69800,71400,17308877
,20230706,71600,71900,71500,72400,14777667
,20230705,72000,73000,71900,73300,12310610
,20230704,73000,73400,72900,73600,10214350
,20230703,73000,72700,72600,73200,10722181
,20230630,72200,72500,71700,72700,11694765
,20230629,72400,73100,72400,73400,12229967
,20230628,72700,72600,72000,72700,8783093
,20230627,72600,72500,72000,72600,9442997
,20230626,72400,71700,71500,72500,10541901
,20230623,71600,72000,71600,72200,12329484
,20230622,71300,70200,70100,71500,11411007
,20230621,70500,70700,70400,71200,10626603
,20230620,71400,70700,70400,71400,11557883
,20230619,71200,71300,70900,71700,11100887
,20230616,71800,71800,70900,71900,15373696
,20230615,71500,72100,71300,72300,13614994
,20230614,71900,72100,71100,72200,12541046
,20230613,72000,71700,71600,72200,13227285
,20230612,71000,72100,70800,72400,12064287
,20230609,72000,71100,70800,72300,15050209
,20230608,70900,70400,70000,70900,19165568
,20230607,71000,71300,70800,71600,14796613
,20230605,71700,72700,71400,72700,12686829
,20230602,72200,71700,71600,72200,12161798
,20230601,70900,70900,70600,71600,14669296
,20230531,71400,72400,71000,72500,25666087
,20230530,72300,71300,71200,72300,27476897
,20230526,70300,69800,69500,70400,19549511
,20230525,68800,69900,68700,70000,14231160
,20230524,68500,68100,68000,68700,8192896
,20230523,68400,68500,68100,68700,8561643
,20230522,68500,68400,68000,69000,14470308
,20230519,68400,67800,67500,68400,20349345
,20230518,66200,66000,65700,66200,14431704
,20230517,65000,65900,64800,65900,10745504
,20230516,65400,65800,65300,65900,12334657
,20230515,64500,64100,63900,64600,8172021
,20230512,64100,63700,63600,64600,8693913
,20230511,64200,64700,64200,65100,11648905
,20230510,64600,65500,64300,65500,13057727
,20230509,65300,65800,65100,65800,9366861
,20230508,65900,66300,65400,66300,9405365
,20230504,65100,65600,64700,65700,9791064
,20230503,65400,65100,64900,65600,8876749
,20230502,65700,66000,65100,66300,14396948
,20230428,65500,65200,65000,65900,19699481
,20230427,64600,64100,63300,65000,14779601
,20230426,64100,63600,63300,64300,12664541
,20230425,63600,65300,63400,65400,16193271
,20230424,65200,65300,64800,65700,12986581
,20230421,65700,65800,65400,65900,10538622
,20230420,65300,65100,64600,65300,9501169
,20230419,65500,65500,65300,65800,10255985
,20230418,65600,65900,64800,66000,14802060
,20230417,65300,65000,64700,65600,13486618
,20230414,65100,66600,65000,66600,16176490
,20230413,66100,65600,65400,66100,15091022
,20230412,66000,65800,65300,66200,15021313
,20230411,65900,66200,65400,66200,16323183
,20230410,65700,64800,64700,66300,18777166
,20230407,65000,63800,63800,65200,27476120
,20230406,62300,63500,62300,63600,14992747
,20230405,63900,63700,63400,64000,9176149
,20230404,63600,63400,62800,63800,11120514
,20230403,63100,64000,63000,64000,11973133
,20230331,64000,64000,63700,64000,14094479
,20230330,63200,63700,63100,63700,15684377
,20230329,62700,62500,62200,62700,11216008
,20230328,62900,62400,62100,62900,11614118
,20230327,62100,62600,62000,62800,11039331
,20230324,63000,62700,62300,63300,18278602
,20230323,62300,60600,60600,62300,15381057
,20230322,61100,61000,60500,61200,8978591
,20230321,60300,60500,60100,60700,8318514
,20230320,60200,61100,60200,61200,9618009
,20230317,61300,60800,60600,61300,14090110
,20230316,59900,59200,59100,60200,10611939
,20230315,59800,60000,59600,60300,10482149
,20230314,59000,59400,59000,59500,12147346
,20230313,60000,59900,59300,60200,12779724
,20230310,59500,59500,59100,59700,11902471
,20230309,60100,60500,59900,60800,14334499
,20230308,60300,60100,59900,60500,14161857
,20230307,60700,61400,60700,61400,11473280
,20230306,61500,61100,60800,61600,13630602
,20230303,60500,61000,60500,61200,10711405
,20230302,60800,60900,60500,61800,13095682
,20230228,60600,60800,60500,61400,13715861
,20230227,60500,60800,60200,60800,11155697
,20230224,61300,62300,61300,62600,10308143
,20230223,62000,61700,61500,62500,13047099
,20230222,61100,61500,61000,61800,11959088
,20230221,62100,62700,62000,62800,7665046
,20230220,62700,62900,61800,63000,12908073
,20230217,62600,62900,62400,63300,10791265
,20230216,63700,62500,62400,63700,13798831
,20230215,62200,63900,62000,63900,13208103
,20230214,63200,63600,63200,63900,9126664
,20230213,62900,62900,62300,63000,10730362
,20230210,62800,62600,62400,63000,9382576
,20230209,63000,63000,62300,63300,12164865
,20230208,63100,62800,62400,63300,12243125
,20230207,61900,61900,61600,62500,14491039
,20230206,61600,62800,61600,63000,15529356
,20230203,63800,63900,63000,64000,15194598
,20230202,63500,63200,62600,63900,23285983
,20230201,61800,62600,61000,62700,18570133
,20230131,61000,63500,61000,63700,29746731
,20230130,63300,64900,63100,64900,20995234
,20230127,64600,64400,63900,65000,18760182
,20230126,63900,63800,63300,63900,13278277
,20230125,63400,63500,63000,63700,16822710
,20230120,61800,62100,61100,62300,9646327
,20230119,61500,60500,60400,61500,12808490
,20230118,60400,60700,59900,61000,11584041
,20230117,61000,61200,60600,61500,9831456
,20230116,61100,61300,60800,61600,10039972
,20230113,60800,60500,60400,61200,12510328
,20230112,60500,61100,59900,61200,16102561
,20230111,60500,61000,60300,61200,12310751
,20230110,60400,60200,59900,61100,14859797
,20230109,60700,59700,59600,60700,18640107
,20230106,59000,58300,57900,59400,17334989
,20230105,58200,58200,57600,58800,15682826
,20230104,57800,55700,55600,58000,20188071
,20230103,55400,55400,54500,56000,13547030
,20230102,55500,55500,55200,56100,10031448
,20221229,55300,56000,55300,56200,11295935
,20221228,56600,57600,56400,57600,14665410
,20221227,58100,58000,57900,58400,10667027
,20221226,57900,58000,57700,58100,6756411
,20221223,58100,58200,57700,58400,9829407
,20221222,59100,58100,58100,59100,10720630
,20221221,58000,58700,58000,59100,10356971
,20221220,58600,59000,58500,59100,9284761
,20221219,59500,59500,59100,59900,7696187
,20221216,59500,58300,58300,59500,13033596
,20221215,59300,59800,59300,60200,8716039
,20221214,60500,59800,59800,60600,8207485
,20221213,59700,59600,59400,60300,9040873
,20221212,59500,59900,59400,60000,9036472
,20221209,60400,59300,59300,60600,10529632
,20221208,59200,58700,58600,59200,12986815
,20221207,58900,58800,58500,59600,12100662
,20221206,59200,59800,59200,60100,13888300
,20221205,60300,60900,60000,61100,13767787
,20221202,60400,62500,60400,62500,15331184
,20221201,62600,63100,62300,63200,16631445
,20221130,62200,60400,60200,62200,19768903
,20221129,60600,59900,59800,60600,7014160
,20221128,60100,60500,59800,60500,8589032
,20221125,61000,61400,60800,61700,6677933
,20221124,61400,61200,60900,61700,8125010
,20221123,61000,61200,60700,61300,8765050
,20221122,60600,60900,60300,61200,9411289
,20221121,61400,61400,60800,61800,9378097
,20221118,61800,61800,61400,62400,12236503
,20221117,61400,62000,61300,62000,13298296
,20221116,62700,62400,61700,62700,12909260
,20221115,62400,62200,61600,62500,12310986
,20221114,61900,62900,61700,62900,15973416
,20221111,62900,63100,62300,63200,20037163
,20221110,60400,61400,60400,61500,21087633
,20221109,62000,62000,61300,62200,14045592
,20221108,61800,60500,60500,61900,18273898
,20221107,60200,59700,59400,60300,12437246
,20221104,59400,59100,58400,59500,12445841
,20221103,59200,58600,58100,59800,17492162
,20221102,59600,59700,59300,60000,13202919
,20221101,60000,59900,59500,60300,17201647
,20221031,59400,58100,58000,59900,18999514
,20221028,57300,58900,57200,59200,20924937
,20221027,59500,59700,58900,60100,21756712
,20221026,59400,58000,57700,59600,20824967
,20221025,57700,57000,57000,58600,17405678
,20221024,57500,57000,56700,57500,16944503
,20221021,55900,55100,55100,56300,11456060
,20221020,55500,55200,55100,56000,17107653
,20221019,55800,56700,55700,56900,12660652
,20221018,56500,56700,55800,57100,14820702
,20221017,56600,55800,55700,57000,13641878
,20221014,56300,56200,55800,56500,12924326
,20221013,55200,55400,55200,56100,13784602
,20221012,55800,55700,55200,57000,18408910
,20221011,55400,54400,54000,55700,21437877
,20221007,56200,55900,55200,56900,16886813
,20221006,56300,56700,56300,57300,14944446
,20221005,56000,56900,55400,57200,22458970
,20221004,55200,55300,54500,55400,19148435
,20220930,53100,52300,51800,53600,22503249
,20220929,52600,53300,52600,53700,13882080
,20220928,52900,53900,52500,54400,19991129
,20220927,54200,53800,53500,54200,16631289
,20220926,53900,53700,53600,54200,15008449
,20220923,54500,54400,54200,54900,10555964
,20220922,54400,54600,54300,54700,12786510
,20220921,55300,55400,55000,55500,11863700
,20220920,55800,56400,55800,57000,14041465
,20220919,56400,56300,56000,57000,12278653
,20220916,56200,55600,55500,56400,13456503
,20220915,56000,57000,56000,57100,11664819
,20220914,56800,56200,56100,57200,12524961
,20220913,58100,57000,56800,58500,17166581
,20220908,55600,56200,55600,56400,18000016
,20220907,56000,56700,55900,56700,17384854
,20220906,57100,57200,56900,57600,7503086
,20220905,57100,57400,56800,57800,11425977
,20220902,57500,58300,57500,58600,15040310
,20220901,58400,58700,58300,58900,14905777
,20220831,59700,58200,58200,59900,14203512
,20220830,58800,58700,58300,59000,9690044
,20220829,58600,58700,58600,58900,9841329
,20220826,60000,60300,59900,60900,9499995
,20220825,59700,59200,59000,59700,5767902
,20220824,59000,59200,59000,59500,8888486
,20220823,59100,59000,59000,59600,9041629
,20220822,60000,60300,59800,60400,8259865
,20220819,60900,61400,60600,61600,6923679
,20220818,61500,60300,60000,61900,16372754
,20220817,60400,61100,60300,61200,9061518
,20220816,61000,60500,60300,61600,15036727
,20220812,60200,59500,59400,60700,10786658
,20220811,59900,59600,59300,60000,15141941
,20220810,59100,58900,58600,59200,18084349
,20220809,60000,60600,59600,60700,18251170
,20220808,60800,61400,60600,61400,11313150
,20220805,61500,61700,61200,61900,9567620
,20220804,61500,61700,61200,61800,9125439
,20220803,61300,61600,61000,61600,10053861
,20220802,61700,61200,61000,61900,13614895
,20220801,61300,61000,60300,61700,13154816
,20220729,61400,62400,61300,62600,15093120
,20220728,61900,62300,61600,62600,10745302
,20220727,61800,61300,61200,61900,7320997
,20220726,61700,60800,60800,61900,6597211
,20220725,61100,60900,60800,61900,9193681
,20220722,61300,61800,61200,62200,10261310
,20220721,61800,61100,60700,61900,12291374
,20220720,60500,61800,60500,62100,16782238
,20220719,60900,61400,60200,61500,15248261
,20220718,61900,60600,60500,62000,20832517
,20220715,60000,58400,58100,60000,18685583
,20220714,57500,57500,57400,58200,15067012
,20220713,58000,58300,58000,58600,10841315
,20220712,58100,58600,58100,58700,9336061
,20220711,58800,59300,58700,59600,13042624
,20220708,58700,58600,58200,59300,15339271
,20220707,58200,56400,56300,58700,21322833
,20220706,56400,57300,56400,57300,16820461
,20220705,57200,57600,57200,58200,14216539
,20220704,57100,56100,55700,57400,17807126
,20220701,56200,56900,55900,57500,24982097
,20220630,57000,57200,57000,57600,18915142
,20220629,58000,58500,58000,58800,14677138
,20220628,59400,59200,58700,59500,13540538
,20220627,58800,59000,58300,59900,18122236
,20220624,58400,57900,57700,59100,23256103
,20220623,57400,57700,56800,58000,28338608
,20220622,57600,59000,57600,59100,23334687
,20220621,58500,58700,58200,59200,25148109
,20220620,58700,59800,58100,59900,34111306
,20220617,59800,59400,59400,59900,29053450
,20220616,60900,61300,60500,61800,23394895
,20220615,60700,61300,60200,61500,26811224
,20220614,61900,61200,61100,62200,24606419
,20220613,62100,62400,62100,62800,22157816
,20220610,63800,64000,63800,64400,22193552
,20220609,65200,65100,64500,65200,25790725
,20220608,65300,65400,65300,65700,12483180
,20220607,65500,66200,65400,66400,19355755
,20220603,66800,67200,66800,67300,8222883
,20220602,66700,66600,66400,67000,14959443
,20220531,67400,67500,66700,67500,24365002
,20220530,67700,67500,66900,67800,14255484
,20220527,66500,66700,66200,66900,11405555
,20220526,65900,66300,65500,67200,15970890
,20220525,66400,66700,65900,67100,15150490
,20220524,66500,67500,66500,67700,15482576
,20220523,67900,68800,67600,68800,13684088
,20220520,68000,67800,67700,68400,12109671
,20220519,67500,66500,66500,67600,17073727
,20220518,68100,68300,67600,68700,16486319
,20220517,67600,66600,66600,67900,15680447
,20220516,66300,67100,66100,67400,11937555
,20220513,66500,65300,65200,66700,14551536
,20220512,64900,65200,64900,65500,16414188
,20220511,65700,65500,65200,66300,12330920
,20220510,65700,65900,65300,66300,17235605
,20220509,66100,66300,66100,66900,11858736
,20220506,66500,67000,66500,67100,14356156
,20220504,67900,68000,67500,68400,11505248
,20220503,67500,67400,67300,68400,14168875
,20220502,67300,66600,66500,67600,14106184
,20220429,67400,65100,65000,67600,26190390
,20220428,64800,65400,64500,65500,16895527
,20220427,65000,65400,64900,65500,18122084
,20220426,66100,66400,66100,66700,12946923
,20220425,66300,66500,66300,66700,11016474
,20220422,67000,67200,66700,67300,11791478
,20220421,67700,67600,67500,68300,12847448
,20220420,67400,67000,66500,67400,16693293
,20220419,67300,67100,67000,68000,12959434
,20220418,66700,66500,66100,67100,10119203
,20220415,66600,67200,66500,67300,13176415
,20220414,67500,68700,67500,68700,16409494
,20220413,68700,67300,67200,69000,17378619
,20220412,67000,67600,67000,67700,13924389
,20220411,67900,67800,67400,68100,12263735
,20220408,67800,68100,67700,68300,15453191
,20220407,68000,68500,68000,68500,20683327
,20220406,68500,68600,68500,68800,15517308
,20220405,69200,69400,69100,69600,8467248
,20220404,69300,68900,68600,69300,11107905
,20220401,69100,69500,69000,69500,15916846
,20220331,69600,69900,69600,70200,12510366
,20220330,69900,70300,69800,70500,12670187
,20220329,70200,70000,69800,70300,13686208
,20220328,69700,69500,69200,69900,12619289
,20220325,69800,70100,69600,70200,12986010
,20220324,69800,69600,69600,70300,37943357
,20220323,70500,70600,70300,71200,12398025
,20220322,70300,69900,69900,70500,9402666
,20220321,69900,70900,69900,71000,11169002
,20220318,70700,70600,70200,70900,14410038
,20220317,71200,71200,70900,71800,17646315
,20220316,70400,70200,69700,70500,10175750
,20220315,69500,69800,69500,70100,10258562
,20220314,70200,70000,69600,70200,9040993
,20220311,70000,70500,69700,70700,15787655
,20220310,71200,70800,70500,71200,21159248
,20220308,69500,68800,68700,70000,15828269
,20220307,70100,70000,69900,70600,18617138
,20220304,71500,72700,71200,72700,13409634
,20220303,72900,72300,72200,73100,13232638
,20220302,71700,72300,71500,72400,12481430
,20220228,72100,71100,71000,72100,17781783
,20220225,71900,72100,71900,72600,13168484
,20220224,71500,72300,71300,72300,15759283
,20220223,73000,73800,72800,73800,10397964
,20220222,73400,73000,72800,73400,11692469
,20220221,74200,73200,72600,74300,10489717
,20220218,74300,74600,73700,74800,10122226
,20220217,75000,75000,74500,75600,13605382
,20220216,74800,74600,74200,74900,10767386
,20220215,73700,74100,73100,74200,9320365
,20220214,73700,74400,73100,74500,13993255
,20220211,74900,75000,74600,75500,12205407
,20220210,75400,75600,74700,75800,17746033
,20220209,74700,74300,74000,74700,9699122
,20220208,73500,73800,73000,74200,11736666
,20220207,73000,73500,72400,73600,14240838
,20220204,74000,74300,73400,74600,12730034
,20220203,73300,74900,73300,74900,17744721
,20220128,73300,71300,71200,73700,21367447
,20220127,71300,73800,71300,74000,22274777
,20220126,73300,73900,73100,74400,12976730
,20220125,74000,74800,73200,75000,17766704
,20220124,75100,75400,74700,75800,13691134
,20220121,75600,75800,74700,75800,15774888
,20220120,76500,76200,75900,76700,9708168
,20220119,76300,76500,76100,76900,10598290
,20220118,77000,77600,76600,77800,9592788
,20220117,77500,77600,76900,77800,8785122
,20220114,77300,77700,77100,78100,10096725
,20220113,77900,79300,77900,79300,13889401
